PUBCHEM_RESULT_TAG,PUBCHEM_SID,PUBCHEM_CID,PUBCHEM_ACTIVITY_OUTCOME,PUBCHEM_ACTIVITY_SCORE,PUBCHEM_ACTIVITY_URL,PUBCHEM_ASSAYDATA_COMMENT,Phenotype,Potency,Efficacy,Activity_Score,fluc-Phenotype,fluc-Potency,fluc-Efficacy,fluc-Analysis Comment,fluc-Activity_Score,fluc-Curve_Description,fluc-Fit_LogAC50,fluc-Fit_HillSlope,fluc-Fit_R2,fluc-Fit_InfiniteActivity,fluc-Fit_ZeroActivity,fluc-Fit_CurveClass,fluc-Excluded_Points,fluc-Max_Response,fluc-Activity at 0.0009730000 uM,fluc-Activity at 0.00292 uM,fluc-Activity at 0.00876 uM,fluc-Activity at 0.026 uM,fluc-Activity at 0.079 uM,fluc-Activity at 0.237 uM,fluc-Activity at 0.710 uM,fluc-Activity at 2.130 uM,fluc-Activity at 6.390 uM,fluc-Activity at 19.20 uM,fluc-Activity at 57.50 uM,nluc-Phenotype,nluc-Potency,nluc-Efficacy,nluc-Analysis Comment,nluc-Activity_Score,nluc-Curve_Description,nluc-Fit_LogAC50,nluc-Fit_HillSlope,nluc-Fit_R2,nluc-Fit_InfiniteActivity,nluc-Fit_ZeroActivity,nluc-Fit_CurveClass,nluc-Excluded_Points,nluc-Max_Response,nluc-Activity at 0.0009730000 uM,nluc-Activity at 0.00292 uM,nluc-Activity at 0.00876 uM,nluc-Activity at 0.026 uM,nluc-Activity at 0.079 uM,nluc-Activity at 0.237 uM,nluc-Activity at 0.710 uM,nluc-Activity at 2.130 uM,nluc-Activity at 6.390 uM,nluc-Activity at 19.20 uM,nluc-Activity at 57.50 uM
576,24392689,16014986,Inactive,0,http://assay.nih.gov/htsws/rest/display/cmt1a-syt-fu-manuscript-cr-C9F2sN/NCGC00118110-01/229331107,,Inactive,,,0,Inactive,,0,,0,,,,,0,0,4,,-10.5958,20.5609,-6.7401,0,23.4676,0,29.3743,-17.8406,8.8674,32.3679,-9.7309,-10.5958,Inactive,0.0012,11.4509,,0,,-8.9143,4.9549,0.3761,-2.4509,9,4,0 0 0 0 0 0 0 0 1 0 1,1.0074,6.3885,-10.7924,0,0,0,0,-5.0112,0,32.0507,-2.69,1.0074
577,24392738,16015032,Inactive,0,http://assay.nih.gov/htsws/rest/display/cmt1a-syt-fu-manuscript-cr-C9F2sN/NCGC00118159-01/229331219,,Inactive,,,0,Inactive,4.3225,17.9311,,0,,-5.3643,4.9549,0.4972,-17.4311,0.5,4,0 0 0 0 0 0 0 0 0 0 0,-18.2759,7.9741,7.725,-10.5272,7.4821,-13.0532,-9.1209,3.7205,8.3168,-16.1731,-15.9694,-18.2759,Inhibitor,6.8507,73.1722,,10,Complete curve; partial efficacy; poor fit,-5.1643,0.9,0.7407,-79.7437,-6.5715,-1.4,0 0 0 0 0 0 0 0 0 0 0,-65.7149,-12.8036,0,-20.1773,-12.3331,-16.6803,-30.1766,-16.2116,-3.4965,-52.7271,-63.6869,-65.7149
578,24392768,16015062,Inactive,0,http://assay.nih.gov/htsws/rest/display/cmt1a-syt-fu-manuscript-cr-C9F2sN/NCGC00118189-01/229331075,,Inactive,,,0,Inactive,10.8576,26.8024,,0,,-4.9643,4.9549,0.6922,-25.8024,1,4,0 0 0 0 0 0 0 0 0 0 0,-21.5707,7.4823,0,8.6027,-4.591,0,-0.9959,-14.7809,6.9625,3.9998,-29.4186,-21.5707,Inhibitor,10.8576,39.6166,,10,Complete curve; partial efficacy; poor fit,-4.9643,4.9549,0.8895,-38.8411,0.7754,-1.4,0 0 0 0 0 0 1 0 0 0 0,-30.1345,0.9224,0,-2.4523,-3.4114,5.833,5.4182,-34.851,-3.8532,3.2375,-46.4129,-30.1345
579,24393050,16015324,Inactive,0,http://assay.nih.gov/htsws/rest/display/cmt1a-syt-fu-manuscript-cr-C9F2sN/NCGC00118471-01/229331372,,Inactive,,,0,Inactive,0.0048,19.1538,,0,,-8.3143,4.9549,0.514,4,-15.1538,4,0 0 0 0 0 0 0 0 0 0 1,-4.9157,-4.6638,-25.5449,13.0105,0,8.0494,6.9627,5.1111,3.898,1.3061,-6.3334,-4.9157,Inactive,,0,,0,,,,,0,0,4,,-1.8936,0,-49.8239,0,-8.9088,0,0,-5.6698,0,-4.8533,-10.4611,-1.8936
580,24393237,16015507,Inactive,0,http://assay.nih.gov/htsws/rest/display/cmt1a-syt-fu-manuscript-cr-C9F2sN/NCGC00118658-01/229331451,,Inactive,,,0,Inactive,13.669,30.2632,,0,,-4.8643,4.9549,0.4784,-27.5367,2.7266,4,0 0 0 0 0 0 0 0 0 0 0,-24.7566,-9.5463,0,5.8175,-3.0445,-22.3471,7.5462,9.8708,18.5828,16.9203,-26.886,-24.7566,Inhibitor,15.3368,56.8012,,10,Partial curve; partial efficacy; poor fit,-4.8143,3.1925,0.9044,-57.2655,-0.4644,-2.4,0 0 0 0 0 0 0 0 1 0 0,-56.3733,4.652,0,8.2707,-12.1308,-11.2029,5.0398,-0.1139,0,30.4619,-38.2558,-56.3733
581,24393308,16015573,Inactive,0,http://assay.nih.gov/htsws/rest/display/cmt1a-syt-fu-manuscript-cr-C9F2sN/NCGC00118729-01/229331622,,Inactive,,,0,Inactive,,0,,0,,,,,0,0,4,,0,0,8.232,4.6767,3.4841,-4.2839,0.0847,-15.3126,0,0.6378,4.1204,0,Inactive,0.0097,16.9595,,0,,-8.0143,4.9549,0.3584,-15.4595,1.5,4,0 0 0 0 0 0 0 0 0 0 1,-4.5451,-4.8889,7.407,-4.8,-24.924,-10.2932,-31.6329,-6.2888,-5.5696,-4.5083,-25.8393,-4.5451
582,24393370,16015635,Inactive,0,http://assay.nih.gov/htsws/rest/display/cmt1a-syt-fu-manuscript-cr-C9F2sN/NCGC00118791-01/229331238,,Inactive,,,0,Inactive,,0,,0,,,,,0,0,4,,-16.5741,5.8121,0,-24.2207,-15.3823,-22.2673,-13.5368,5.6125,0,-9.291,9.6717,-16.5741,Activator,12.1825,43.798,,0,Partial curve; partial efficacy; poor fit,-4.9143,0.6,0.468,46.7783,2.9803,2.4,0 0 0 0 0 0 0 0 0 0 0,32.0344,18.0585,0,6.1328,3.6558,10.6451,-0.6751,10.7455,26.0302,0,41.4204,32.0344
583,24393387,16015652,Inactive,0,http://assay.nih.gov/htsws/rest/display/cmt1a-syt-fu-manuscript-cr-C9F2sN/NCGC00118808-01/229331279,,Inactive,,,0,Inactive,1.3669,21.1882,,0,,-5.8643,4.9549,0.3716,4.5,-16.6882,4,0 1 0 0 0 0 0 0 0 0 1,-40.2714,-26.9865,26.4679,-23.7548,-5.1203,-6.3188,1.0317,-39.6282,13.1031,0.3848,0.4054,-40.2714,Inhibitor,30.601,80.8486,,10,Partial curve; high efficacy; poor fit,-4.5143,1.8265,0.6401,-101.664,-20.8156,-2.3,0 1 0 0 0 0 0 0 0 0 0,-94.1336,-19.1899,15.7768,-47.7818,-19.8666,-11.3454,-16.6913,-50.465,-10.3657,-32.5225,-35.7919,-94.1336
584,24393482,16015742,Inactive,0,http://assay.nih.gov/htsws/rest/display/cmt1a-syt-fu-manuscript-cr-C9F2sN/NCGC00118903-01/229331324,,Inactive,,,0,Inactive,0.0193,16.2823,,0,,-7.7143,4.9549,0.3437,1.9956,-14.2867,4,0 0 0 0 0 0 0 0 0 0 1,-5.9045,0,-24.4237,-17.849,0,15.6633,4.4637,6.3191,4.3755,-0.1014,-19.1954,-5.9045,Inhibitor,9.6769,53.1232,,10,Complete curve; partial efficacy; poor fit,-5.0143,1.9673,0.7473,-41.3714,11.7518,-1.4,0 1 0 0 0 0 0 0 0 0 0,-36.9732,0,-46.3324,3.809,12.5065,17.069,38.0629,-2.515,8.3558,-1.3964,-35.1508,-36.9732
585,24393928,16016155,Inactive,0,http://assay.nih.gov/htsws/rest/display/cmt1a-syt-fu-manuscript-cr-C9F2sN/NCGC00119349-01/229331345,,Inactive,,,0,Inactive,12.1825,31.0984,,0,,-4.9143,4.9549,0.4495,-28.9169,2.1815,4,0 0 0 0 0 0 0 0 0 0 0,-27.2898,-13.2498,28.3712,-10.6794,-18.0732,11.293,10.052,-2.4032,3.9093,7.592,-27.9987,-27.2898,Inactive,,0,,0,,,,,0,0,4,,-43.1911,0,0,-30.4218,-38.0828,-5.3767,-19.6628,-28.451,-8.6436,2.1102,-44.4958,-43.1911
586,24395177,16017286,Inactive,0,http://assay.nih.gov/htsws/rest/display/cmt1a-syt-fu-manuscript-cr-C9F2sN/NCGC00120598-01/229331597,,Inactive,,,0,Inactive,,0,,0,,,,,0,0,4,,-1.7825,0,0,25.0206,-19.8477,19.1934,-2.9914,-11.0838,12.7039,0,-0.3934,-1.7825,Inactive,,0,,0,,,,,0,0,4,,5.7676,34.3546,0.8259,17.0101,-34.7423,13.8103,-1.2654,-0.4921,7.1517,24.5658,1.5478,5.7676
587,24395574,16017665,Inactive,0,http://assay.nih.gov/htsws/rest/display/cmt1a-syt-fu-manuscript-cr-C9F2sN/NCGC00120995-01/229331596,,Inactive,,,0,Inhibitor,15.3368,44.1076,,10,Partial curve; partial efficacy; poor fit,-4.8143,1.7529,0.6586,-42.9392,1.1684,-2.4,0 0 0 0 0 0 0 0 0 0 0,-39.5327,3.7281,-12.4629,-15.4339,5.8478,18.7834,0,0,10.888,-11.2961,-23.1875,-39.5327,Inactive,,0,,0,,,,,0,0,4,,-31.3949,14.8338,-31.6528,-23.7452,-8.759,17.4082,19.1413,14.36,42.2896,-11.6768,-20.6698,-31.3949
588,24395907,16017960,Inactive,0,http://assay.nih.gov/htsws/rest/display/cmt1a-syt-fu-manuscript-cr-C9F2sN/NCGC00121328-01/229331299,,Inactive,,,0,Inactive,,0,,0,,,,,0,0,4,,-38.5704,17.8322,1.2538,-40.3642,-42.2637,-1.7632,-8.2295,8.1402,-3.1224,-18.4545,-39.1358,-38.5704,Inactive,,0,,0,,,,,0,0,4,,-35.5407,44.0942,5.1692,-40.5586,-14.6317,11.6129,0,22.12,4.5657,-19.6698,-19.0941,-35.5407
589,24395949,16018002,Inactive,0,http://assay.nih.gov/htsws/rest/display/cmt1a-syt-fu-manuscript-cr-C9F2sN/NCGC00121370-01/229331036,,Inactive,,,0,Inactive,13.669,27.5738,,0,,-4.8643,4.9549,0.3888,16.5,-11.0738,4,0 0 0 0 0 0 0 0 0 0 1,-25.9654,-8.7684,-22.1416,1.073,-14.2162,0,0,-25.0615,-17.7656,-13.5801,12.3906,-25.9654,Inactive,0.3852,16.4641,,0,,-6.4143,4.9549,0.4746,-17.4641,-1,4,0 1 0 0 0 0 0 0 0 0 0,-25.0531,0.3271,-34.2949,-3.502,-3.7782,0,0,-23.1856,-7.8072,-29.9701,0,-25.0531
590,24395973,16018026,Inactive,0,http://assay.nih.gov/htsws/rest/display/cmt1a-syt-fu-manuscript-cr-C9F2sN/NCGC00121394-01/229331003,,Inactive,,,0,Inhibitor,17.2082,36.8766,,10,Partial curve; partial efficacy; poor fit,-4.7643,4.4495,0.7201,-31.8766,5,-2.4,0 0 0 0 0 0 0 0 0 0 0,-31.7959,0.3167,23.774,-6.6464,6.432,3.4332,0,0,5.9711,9.7674,-17.7595,-31.7959,Inactive,15.3368,39.8206,,0,,-4.8143,4.9549,0.7325,-38.8206,1,4,0 0 0 0 0 0 0 0 0 0 1,-1.9259,-11.5125,6.4724,8.7841,0.7635,0,0,0,-1.9882,6.4098,-29.0171,-1.9259
591,24396228,16018281,Inactive,0,http://assay.nih.gov/htsws/rest/display/cmt1a-syt-fu-manuscript-cr-C9F2sN/NCGC00121649-01/229331527,,Inactive,,,0,Inactive,3.8524,15.5299,,0,,-5.4143,4.9549,0.4015,-14.0299,1.5,4,0 0 0 0 0 0 0 0 0 0 0,-22.9416,10.216,7.6502,-14.9244,-3.4263,-2.8713,-2.1329,9.5241,6.2132,-15.1797,-3.5105,-22.9416,Inactive,48.4993,48.0663,,0,,-4.3143,4.9549,0.5374,-38.1871,9.8792,4,0 0 0 0 0 0 0 0 0 0 0,-27.024,14.7991,0,0,8.1993,3.0377,5.3397,1.8439,25.2078,12.8325,30.559,-27.024
592,24396479,16018497,Inactive,0,http://assay.nih.gov/htsws/rest/display/cmt1a-syt-fu-manuscript-cr-C9F2sN/NCGC00121900-01/229331472,,Inactive,,,0,Inactive,21.6638,26.9699,,0,,-4.6643,1.9673,0.5845,-30.4699,-3.5,4,0 0 1 0 0 0 0 0 0 0 0,-27.0582,0,0,39.4472,0.6699,-12.343,-16.1003,7.5046,-3.3693,-5.6925,-15.2475,-27.0582,Inhibitor,19.3079,46.7019,,10,Partial curve; partial efficacy; poor fit,-4.7143,3.9295,0.6506,-35.9117,10.7902,-2.4,0 0 0 0 0 1 0 0 0 0 0,-35.1683,7.8174,3.8709,30.6364,-9.5308,-0.2121,-34.8184,18.965,20.2931,14.1872,-12.1591,-35.1683
593,24396919,16018927,Inactive,0,http://assay.nih.gov/htsws/rest/display/cmt1a-syt-fu-manuscript-cr-C9F2sN/NCGC00122340-01/229331039,,Inactive,,,0,Inhibitor,9.6769,35.7045,,10,Partial curve; partial efficacy; poor fit,-5.0143,0.9,0.6229,-36.0226,-0.3181,-2.4,0 0 0 0 0 0 0 0 0 0 0,-25.9114,-2.2771,2.0179,2.9707,-8.1783,9.6772,1.9308,-20.1941,-2.0633,-7.4011,-33.5037,-25.9114,Inactive,0.306,18.6689,,0,,-6.5143,4.9549,0.361,-20.7554,-2.0865,4,0 0 0 0 0 0 0 0 0 0 1,-2.9477,-8.7183,-8.935,2.7849,-15.8826,20.4362,-5.3717,-29.6883,-7.3277,-10.4806,-35.4292,-2.9477
594,24396984,16018989,Inactive,0,http://assay.nih.gov/htsws/rest/display/cmt1a-syt-fu-manuscript-cr-C9F2sN/NCGC00122405-01/229331241,,Inactive,,,0,Inhibitor,,0,,10,Single point of activity,,,,0,0,-3,,-31.0088,-3.5784,-18.8849,-17.5617,-8.5895,-10.3833,0,-4.4177,19.6523,-27.8979,-15.1665,-31.0088,Inactive,0.0012,38.2852,,0,,-8.9143,4.9549,0.504,-3.5322,34.753,4,0 0 0 0 0 0 0 0 0 0 0,0.7928,26.89,-19.9337,0.8836,-6.7436,5.5686,0,2.7728,3.1858,-19.8863,0.1801,0.7928
595,24397345,16019329,Inactive,0,http://assay.nih.gov/htsws/rest/display/cmt1a-syt-fu-manuscript-cr-C9F2sN/NCGC00122766-01/229331371,,Inactive,,,0,Inhibitor,43.225,41.8752,,10,Single point of activity,-4.3643,4.9549,0.8415,-43.3752,-1.5,-3,0 0 0 0 0 0 0 0 0 0 0,-35.1327,0,-0.1138,0,0,0,4.0537,-9.1505,0,-10.7485,-0.2551,-35.1327,Inactive,,0,,0,,,,,0,0,4,,-24.7584,0,-12.3045,0,1.466,0,-20.0318,-1.4759,0,-17.8558,8.5241,-24.7584
596,24397349,16019333,Inactive,0,http://assay.nih.gov/htsws/rest/display/cmt1a-syt-fu-manuscript-cr-C9F2sN/NCGC00122770-01/229331514,,Inactive,,,0,Inhibitor,43.225,44.8429,,10,Single point of activity,-4.3643,0.4,0.4023,-48.5341,-3.6913,-3,0 0 0 0 0 0 0 0 0 0 0,-38.5192,2.0676,-2.5852,3.3933,-20.4776,-11.5471,-21.229,-3.9357,-4.8126,-24.2292,-8.8534,-38.5192,Inactive,,0,,0,,,,,0,0,4,,-83.4878,-16.6986,-30.4703,1.3798,-28.2818,-24.8388,-22.9118,10.0007,10.0857,-32.5241,-12.9806,-83.4878
597,24397353,16019337,Inactive,0,http://assay.nih.gov/htsws/rest/display/cmt1a-syt-fu-manuscript-cr-C9F2sN/NCGC00122774-01/229331206,,Inactive,,,0,Inactive,0.3852,28.9349,,0,,-6.4143,4.9549,0.6363,-29.0005,-0.0656,4,0 0 0 0 0 0 0 1 0 0 0,-45.4001,-4.3265,-16.6042,10.2559,3.0244,0,5.0905,-36.2869,17.4047,-15.3823,-19.0351,-45.4001,Inactive,0.0048,16.2483,,0,,-8.3143,4.9549,0.3702,-1.5,-17.7483,4,0 0 0 0 0 0 1 0 0 0 1,-23.0707,-9.1726,-26.0403,6.511,0,0,6.4312,-42.6102,0,-19.3129,-3.6501,-23.0707
598,24397411,16019393,Inactive,0,http://assay.nih.gov/htsws/rest/display/cmt1a-syt-fu-manuscript-cr-C9F2sN/NCGC00122832-01/229331460,,Inactive,,,0,Inactive,10.8576,41.2494,,0,,-4.9643,4.9549,0.6106,-28.0946,13.1548,4,0 1 0 0 0 0 0 0 0 0 0,-19.076,15.855,-22.8231,0,0,26.6137,0,4.2032,35.155,23.4641,-36.3933,-19.076,Inactive,12.1825,33.6514,,0,,-4.9143,4.9549,0.4151,-15.2545,18.3969,4,0 1 0 0 0 0 0 0 0 0 0,-4.4042,10.0853,-26.174,16.8231,24.5928,21.3832,1.2984,-6.5608,41.5189,37.1435,-24.4604,-4.4042
599,24397671,16019634,Inactive,0,http://assay.nih.gov/htsws/rest/display/cmt1a-syt-fu-manuscript-cr-C9F2sN/NCGC00123092-01/229331620,,Inactive,,,0,Inhibitor,24.3072,41.7365,,10,Partial curve; partial efficacy; poor fit,-4.6143,3.99,0.6294,-43.7109,-1.9745,-2.4,1 0 1 0 0 0 0 0 0 0 0,-47.2165,-21.0613,0,-33.6368,17.528,-8.3479,0,-19.1951,-13.2771,12.2573,-15.0006,-47.2165,Inactive,,0,,0,,,,,0,0,4,,-42.3651,-3.5708,0.5825,-42.6684,37.0178,3.2969,0,-10.6107,-5.4061,25.6936,-2.3888,-42.3651
600,24398348,16020089,Inactive,0,http://assay.nih.gov/htsws/rest/display/cmt1a-syt-fu-manuscript-cr-C9F2sN/NCGC00108514-01/229331017,,Inactive,,,0,Inhibitor,17.2082,57.3094,,10,Partial curve; partial efficacy; poor fit,-4.7643,0.8,0.7774,-55.2834,2.026,-2.4,0 0 0 1 0 0 0 0 0 0 0,-41.5078,0,0,2.5132,37.2502,0,0,13.2327,-23.8204,-9.272,-27.8129,-41.5078,Inactive,1.7208,34.4666,,0,,-5.7643,4.9549,0.7238,-25.828,8.6386,4,0 0 0 0 0 0 0 0 0 0 0,-36.1519,0.9102,0,0,26.6195,9.5201,0,22.8827,-19.1721,-21.463,-17.987,-36.1519
601,24398668,16020359,Inactive,0,http://assay.nih.gov/htsws/rest/display/cmt1a-syt-fu-manuscript-cr-C9F2sN/NCGC00108834-01/229331276,,Inactive,,,0,Inactive,0.0034,18.0821,,0,,-8.4643,4.9549,0.5918,-12.0821,6,4,0 0 0 0 0 0 0 0 0 0 0,-18.1352,6.5513,0,-14.7933,-14.8373,-8.9859,-13.7849,-12.0242,-20.9017,-4.1592,-3.0418,-18.1352,Inhibitor,43.225,58.6517,,10,Single point of activity,-4.3643,4.9549,0.9249,-60.4334,-1.7817,-3,1 0 0 0 0 0 0 1 0 0 0,-49.192,39.7366,0,-7.3557,-1.2129,-1.19,-1.6018,3.625,-39.6716,-10.5048,1.5677,-49.192
602,24399184,16020837,Inactive,0,http://assay.nih.gov/htsws/rest/display/cmt1a-syt-fu-manuscript-cr-C9F2sN/NCGC00123801-01/229331583,,Inactive,,,0,Inactive,13.669,12.7156,,0,,-4.8643,4.9549,0.401,9.5,-3.2156,4,0 0 0 0 0 0 0 0 0 0 0,7.057,0,0,-13.2838,0,0.0968,0,0,0,-14.763,10.823,7.057,Inactive,,0,,0,,,,,0,0,4,,-4.689,0.1941,-21.1431,-18.5125,0,0,0.1586,0.5858,-1.9299,-30.849,-0.6449,-4.689
603,24399438,16021086,Inactive,0,http://assay.nih.gov/htsws/rest/display/cmt1a-syt-fu-manuscript-cr-C9F2sN/NCGC00124055-01/229331174,,Inactive,,,0,Inactive,21.6638,54.8036,,0,,-4.6643,0.6,0.5366,-39.788,15.0156,4,0 0 0 0 0 0 0 0 0 0 0,-28.4258,13.7668,4.9755,8.233,26.0161,28.3447,9.971,-4.4464,13.7104,-15.2385,5.6238,-28.4258,Inactive,0.6851,21.3892,,0,,-6.1643,2.7202,0.6405,20.6656,-0.7236,4,0 0 0 1 0 0 0 0 0 0 0,13.9572,3.4817,5.6297,-12.4676,53.6802,0,0,9.7454,24.0914,9.7367,33.72,13.9572
604,24399460,16021108,Inactive,0,http://assay.nih.gov/htsws/rest/display/cmt1a-syt-fu-manuscript-cr-C9F2sN/NCGC00124077-01/229331599,,Inactive,,,0,Inactive,,0,,0,,,,,0,0,4,,14.2343,-0.873,6.561,6.8283,-10.8774,4.9262,-6.5646,14.4277,15.6978,0.4785,-6.038,14.2343,Inactive,0.0122,25.9562,,0,,-7.9143,4.9549,0.4297,-23.1291,2.8271,4,1 0 0 0 0 0 0 0 0 0 0,-15.9516,-39.5721,0,2.3473,-49.3819,-24.9276,-29.6182,-12.9854,-11.8046,-12.8489,-28.8546,-15.9516
605,24399947,135546948,Inactive,0,http://assay.nih.gov/htsws/rest/display/cmt1a-syt-fu-manuscript-cr-C9F2sN/NCGC00124564-01/229331298,,Inactive,,,0,Inhibitor,24.3072,58.9431,,10,Partial curve; partial efficacy; poor fit,-4.6143,3.132,0.744,-54.2666,4.6765,-2.4,0 0 0 0 0 0 0 0 0 0 0,-56.0309,-3.1349,-11.8504,30.4392,-1.1203,10.4671,0,10.0807,0,5.7657,-13.9164,-56.0309,Inactive,15.3368,18.2421,,0,,-4.8143,4.9549,0.8917,-19.7421,-1.5,4,0 1 0 0 0 0 0 0 0 0 0,-19.7851,-6.9874,-39.7344,0,-3.5979,0,-2.9733,0,0,0,-14.8387,-19.7851
606,24400242,16021869,Inactive,0,http://assay.nih.gov/htsws/rest/display/cmt1a-syt-fu-manuscript-cr-C9F2sN/NCGC00124859-01/229331489,,Inactive,,,0,Inactive,12.1825,24.6002,,0,,-4.9143,4.9549,0.5426,-22.132,2.4681,4,0 0 0 0 0 0 0 0 0 0 0,-21.3335,0.5369,-8.1969,0,13.9546,-3.0808,19.3038,4.1959,-10.1646,4.6413,-20.5067,-21.3335,Inactive,0.0048,15.2616,,0,,-8.3143,4.9549,0.3948,-0.5,-15.7616,4,0 0 0 0 0 0 0 0 0 0 1,-20.273,-7.1126,-24.8013,8.4738,-0.2184,-8.6684,0,0,7.4254,0,-11.5672,-20.273
607,24400488,16022103,Inactive,0,http://assay.nih.gov/htsws/rest/display/cmt1a-syt-fu-manuscript-cr-C9F2sN/NCGC00125105-01/229331453,,Inactive,,,0,Inactive,,0,,0,,,,,0,0,4,,-24.0817,0,0,-1.0383,0,-22.7252,23.2649,-16.7133,0,0,0,-24.0817,Inactive,,0,,0,,,,,0,0,4,,2.161,0,0,3.0154,4.862,-24.004,28.0562,-19.3046,0,0,10.3205,2.161
608,24400606,16022221,Inactive,0,http://assay.nih.gov/htsws/rest/display/cmt1a-syt-fu-manuscript-cr-C9F2sN/NCGC00125223-01/229331454,,Inactive,,,0,Inactive,,0,,0,,,,,0,0,4,,13.1087,11.2138,0,0,12.7744,0,0,8.6057,10.5732,-13.2697,0.9459,13.1087,Inactive,3.8524,26.4252,,0,,-5.4143,4.9549,0.5165,-21.9252,4.5,4,0 0 0 0 0 0 0 0 0 0 1,13.6537,18.2229,5.5182,-18.6131,13.6686,0,0.8401,6.1459,11.6411,-25.9446,-16.7901,13.6537
609,24400660,16022275,Inactive,0,http://assay.nih.gov/htsws/rest/display/cmt1a-syt-fu-manuscript-cr-C9F2sN/NCGC00125277-01/229331229,,Inactive,,,0,Inactive,1.9308,22.69,,0,,-5.7143,4.9549,0.4408,-12.5618,10.1283,4,1 0 0 0 0 0 0 0 0 0 0,-3.9925,30.4473,15.3409,-16.0751,19.5594,4.457,11.3481,25.0773,-2.9336,-26.2055,-8.4006,-3.9925,Inactive,43.225,47.1113,,0,,-4.3643,4.9549,0.4416,-35.3632,11.7481,4,1 0 0 0 0 0 0 0 0 0 0,-26.3459,47.4885,0,7.9382,36.1352,1.225,4.6504,35.2821,4.6786,1.009,13.1098,-26.3459
610,24400757,16022372,Inactive,0,http://assay.nih.gov/htsws/rest/display/cmt1a-syt-fu-manuscript-cr-C9F2sN/NCGC00125374-01/229331412,,Inactive,,,0,Inactive,19.3079,32.1828,,0,,-4.7143,3.5117,0.563,-28.4528,3.7299,4,0 0 0 0 0 0 0 0 0 0 0,-28.1024,3.5613,-2.3469,27.2991,4.4485,-3.9519,0,6.5947,-7.7383,4.9426,-11.7635,-28.1024,Inactive,,0,,0,,,,,0,0,4,,14.1286,40.6134,15.9701,46.5363,0,-1.5057,33.8383,46.0562,1.4913,15.9256,8.5004,14.1286
611,24400806,16022421,Inactive,0,http://assay.nih.gov/htsws/rest/display/cmt1a-syt-fu-manuscript-cr-C9F2sN/NCGC00125423-01/229331431,,Inactive,,,0,Inhibitor,,0,,10,Single point of activity,,,,0,0,-3,,-31.6513,0,-6.9348,-22.0008,-6.3041,-27.5913,-9.5998,7.8871,11.4658,-12.7305,-16.6728,-31.6513,Inactive,,0,,0,,,,,0,0,4,,-63.5578,0,-34.087,7.2945,-29.4766,-17.1347,-22.9163,9.6869,-4.5109,-37.4344,-28.0172,-63.5578
612,24400866,16022481,Inactive,0,http://assay.nih.gov/htsws/rest/display/cmt1a-syt-fu-manuscript-cr-C9F2sN/NCGC00125483-01/229331515,,Inactive,,,0,Inactive,8.6245,31.6255,,0,,-5.0643,4.9549,0.6235,-23.2135,8.412,4,0 0 0 0 0 0 0 0 0 0 0,-17.3959,-3.67,-0.1882,8.0898,13.1052,0,29.8013,15.2026,2.1318,3.6263,-28.4379,-17.3959,Inhibitor,8.6245,47.3599,,21,Complete curve; partial efficacy,-5.0643,4.9549,0.857,-49.3874,-2.0275,-1.2,0 0 0 0 0 0 0 0 0 0 0,-45.6303,0,-22.4957,0,3.1993,4.1189,0,-5.8165,3.8545,-8.9338,-51.1561,-45.6303
613,24401082,16022693,Inactive,0,http://assay.nih.gov/htsws/rest/display/cmt1a-syt-fu-manuscript-cr-C9F2sN/NCGC00125699-01/229331483,,Inactive,,,0,Inactive,0.3433,11.7498,,0,,-6.4643,4.9549,0.4939,-6.2498,5.5,4,0 0 0 0 0 0 0 1 0 0 0,-15.6249,12.7983,0,0,9.8173,5.3318,4.5007,-10.4381,31.5228,0.7164,0.35,-15.6249,Inactive,0.0061,19.0096,,0,,-8.2143,4.9549,0.3982,-6.1137,12.896,4,0 0 0 0 0 0 0 1 0 0 0,-18.528,0.188,25.9518,-6.2186,-8.2097,-3.5791,-2.348,-11.2576,52.8958,-4.6216,9.7562,-18.528
614,24401251,16022862,Inactive,0,http://assay.nih.gov/htsws/rest/display/cmt1a-syt-fu-manuscript-cr-C9F2sN/NCGC00125868-01/229331314,,Inactive,,,0,Inactive,10.8576,32.506,,0,,-4.9643,1.5095,0.4339,-24.8158,7.6902,4,0 0 0 0 0 0 0 0 0 0 0,-22.4462,-14.9667,0,31.3576,15.8593,9.7904,-3.4268,19.574,1.6202,-1.9906,-14.6166,-22.4462,Inactive,0.1931,67.1206,,0,,-6.7143,0.3,0.79,-19.2457,47.8749,4,1 0 0 0 0 0 0 0 0 0 0,-16.0381,-0.0806,37.3546,26.8147,31.2892,2.6982,22.9098,8.1653,-2.1049,-3.5406,2.9102,-16.0381
615,24401409,16023019,Inactive,0,http://assay.nih.gov/htsws/rest/display/cmt1a-syt-fu-manuscript-cr-C9F2sN/NCGC00126026-01/229331062,,Inactive,,,0,Inactive,,0,,0,,,,,0,0,4,,-7.5894,8.1647,-25.2826,-1.2645,20.8197,21.1971,-10.2378,0,-6.0794,6.421,-8.3308,-7.5894,Inhibitor,43.225,40.6431,,10,Single point of activity,-4.3643,4.9549,0.7403,-40.2256,0.4175,-3,0 1 0 0 0 0 0 0 0 0 0,-32.6192,-0.465,-30.6195,4.8028,0,0.2515,0,0.6394,3.9407,-14.8393,8.2059,-32.6192
